id,clean_name,premium_title,price,category,subcategory,seo_description,short_description,tags,keywords,occasion_tags,classification,instagram_caption,is_best_seller,cross_sell,combos
biscuits_7,Badam Biscuits,Heritage Oven Badam Biscuits,120.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Badam Biscuits from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Badam Biscuits from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Badam Biscuits, Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Badam Biscuits! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Badam Biscuits Family Pack
biscuits_8,Kaju Biscuits,Heritage Oven Kaju Biscuits,120.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Kaju Biscuits from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Kaju Biscuits from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Kaju Biscuits, Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Kaju Biscuits! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Kaju Biscuits Family Pack
biscuits_9,Dry Fruits,Heritage Oven Dry Fruits,120.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Dry Fruits from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Dry Fruits from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Dry Fruits, Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Dry Fruits! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,Daily Specials,Dry Fruits Family Pack
biscuits_10,Milk Karela Atta Patti ( 400 GM),Heritage Oven Milk Karela Atta Patti ( 400 GM),125.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Milk Karela Atta Patti ( 400 GM) from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Milk Karela Atta Patti ( 400 GM) from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Milk Karela Atta Patti ( 400 GM), Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Milk Karela Atta Patti ( 400 GM)! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Milk Karela Atta Patti ( 400 GM) Family Pack
biscuits_11,Basan Khatai,Heritage Oven Basan Khatai,125.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Basan Khatai from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Basan Khatai from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Basan Khatai, Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Budget,"Indulge in the magic of Basan Khatai! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Basan Khatai Family Pack
biscuits_12,Biscuit Tori,Heritage Oven Biscuit Tori,500.0,Cookies & Biscuits,Biscuits,Experience the authentic taste of Biscuit Tori from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Biscuit Tori from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Tea-time Essential, Indian Snacks, Cookies & Biscuits, Traditional, Premium Bakery","Biscuit Tori, Heritage Oven, Cookies & Biscuits, Freshly Baked","Tea Time, Evening Snack, Daily Treat, Office Snack",Premium,"Indulge in the magic of Biscuit Tori! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Biscuit Tori Family Pack
cold drinks_0,Amul badam,Signature Amul badam,20.0,Beverages,Cold Drinks,Experience the authentic taste of Amul badam from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Amul badam from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Amul badam, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Amul badam! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Amul badam Family Pack
cold drinks_1,Amul Kesar,Artisanal Amul Kesar,25.0,Beverages,Cold Drinks,Experience the authentic taste of Amul Kesar from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Amul Kesar from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Amul Kesar, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Amul Kesar! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Amul Kesar Family Pack
cold drinks_2,Amul Kesar Badam,Premium Amul Kesar Badam,20.0,Beverages,Cold Drinks,Experience the authentic taste of Amul Kesar Badam from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Amul Kesar Badam from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Amul Kesar Badam, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Amul Kesar Badam! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Amul Kesar Badam Family Pack
cold drinks_3,Amul Lassi,Premium Amul Lassi,25.0,Beverages,Cold Drinks,Experience the authentic taste of Amul Lassi from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Amul Lassi from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Amul Lassi, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Amul Lassi! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Amul Lassi Family Pack
cold drinks_4,Amul milk royal ilachi,Handcrafted Amul milk royal ilachi,30.0,Beverages,Cold Drinks,Experience the authentic taste of Amul milk royal ilachi from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Amul milk royal ilachi from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Amul milk royal ilachi, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Amul milk royal ilachi! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Amul milk royal ilachi Family Pack
cold drinks_5,Auqafast 500 ml water,Premium Auqafast 500 ml water,10.0,Beverages,Cold Drinks,Experience the authentic taste of Auqafast 500 ml water from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Auqafast 500 ml water from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Auqafast 500 ml water, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Auqafast 500 ml water! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Auqafast 500 ml water Family Pack
cold drinks_6,Belgium almond bar,Premium Belgium almond bar,40.0,Beverages,Cold Drinks,Experience the authentic taste of Belgium almond bar from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Belgium almond bar from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Belgium almond bar, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Belgium almond bar! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Belgium almond bar Family Pack
cold drinks_7,Bisleri Bottle Big,Artisanal Bisleri Bottle Big,20.0,Beverages,Cold Drinks,Experience the authentic taste of Bisleri Bottle Big from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Bisleri Bottle Big from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Bisleri Bottle Big, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Bisleri Bottle Big! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Bisleri Bottle Big Family Pack
cold drinks_8,Bisleri Bottle Medium,Artisanal Bisleri Bottle Medium,10.0,Beverages,Cold Drinks,Experience the authentic taste of Bisleri Bottle Medium from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Bisleri Bottle Medium from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Bisleri Bottle Medium, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Bisleri Bottle Medium! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Bisleri Bottle Medium Family Pack
cold drinks_9,Bisleri Bottle Small,Artisanal Bisleri Bottle Small,5.0,Beverages,Cold Drinks,Experience the authentic taste of Bisleri Bottle Small from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Bisleri Bottle Small from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Bisleri Bottle Small, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Bisleri Bottle Small! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Bisleri Bottle Small Family Pack
cold drinks_10,Bisleri Soda Bottle Medium,Artisanal Bisleri Soda Bottle Medium,20.0,Beverages,Cold Drinks,Experience the authentic taste of Bisleri Soda Bottle Medium from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Bisleri Soda Bottle Medium from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Bisleri Soda Bottle Medium, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Bisleri Soda Bottle Medium! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Bisleri Soda Bottle Medium Family Pack
cold drinks_11,Choclate bar 20,Artisanal Choclate bar 20,20.0,Beverages,Cold Drinks,Experience the authentic taste of Choclate bar 20 from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Choclate bar 20 from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Choclate bar 20, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Choclate bar 20! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Choclate bar 20 Family Pack
cold drinks_12,Coca Cola 2L,Handcrafted Coca Cola 2L,85.0,Beverages,Cold Drinks,Experience the authentic taste of Coca Cola 2L from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Coca Cola 2L from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Coca Cola 2L, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Coca Cola 2L! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Coca Cola 2L Family Pack
cold drinks_13,Coca Cola Can,Artisanal Coca Cola Can,30.0,Beverages,Cold Drinks,Experience the authentic taste of Coca Cola Can from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Coca Cola Can from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Coca Cola Can, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Coca Cola Can! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Coca Cola Can Family Pack
cold drinks_14,Coca Cola Small,Heritage Coca Cola Small,20.0,Beverages,Cold Drinks,Experience the authentic taste of Coca Cola Small from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Coca Cola Small from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Coca Cola Small, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Coca Cola Small! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Coca Cola Small Family Pack
cold drinks_15,Diet Coke Can,Heritage Diet Coke Can,30.0,Beverages,Cold Drinks,Experience the authentic taste of Diet Coke Can from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Diet Coke Can from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Diet Coke Can, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Diet Coke Can! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Diet Coke Can Family Pack
cold drinks_16,Fanta 1L,Signature Fanta 1L,50.0,Beverages,Cold Drinks,Experience the authentic taste of Fanta 1L from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Fanta 1L from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Fanta 1L, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Fanta 1L! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Fanta 1L Family Pack
cold drinks_17,Fanta 2L,Handcrafted Fanta 2L,85.0,Beverages,Cold Drinks,Experience the authentic taste of Fanta 2L from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Fanta 2L from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Fanta 2L, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Fanta 2L! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Fanta 2L Family Pack
cold drinks_18,Fanta small,Heritage Fanta small,20.0,Beverages,Cold Drinks,Experience the authentic taste of Fanta small from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Fanta small from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Fanta small, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Fanta small! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,Daily Specials,Fanta small Family Pack
cold drinks_19,Hell Can,Artisanal Hell Can,60.0,Beverages,Cold Drinks,Experience the authentic taste of Hell Can from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Hell Can from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Hell Can, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Hell Can! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,Daily Specials,Hell Can Family Pack
cold drinks_20,kingfisher Soda Bottle Medium,Handcrafted kingfisher Soda Bottle Medium,20.0,Beverages,Cold Drinks,Experience the authentic taste of kingfisher Soda Bottle Medium from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh kingfisher Soda Bottle Medium from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","kingfisher Soda Bottle Medium, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of kingfisher Soda Bottle Medium! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,kingfisher Soda Bottle Medium Family Pack
cold drinks_21,Lahori Jeera,Signature Lahori Jeera,10.0,Beverages,Cold Drinks,Experience the authentic taste of Lahori Jeera from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Lahori Jeera from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Lahori Jeera, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Lahori Jeera! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",True,Daily Specials,Lahori Jeera Family Pack
cold drinks_22,Limca 1L,Artisanal Limca 1L,50.0,Beverages,Cold Drinks,Experience the authentic taste of Limca 1L from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Limca 1L from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Limca 1L, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Limca 1L! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Limca 1L Family Pack
cold drinks_23,Limca 2L,Heritage Limca 2L,85.0,Beverages,Cold Drinks,Experience the authentic taste of Limca 2L from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Limca 2L from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Limca 2L, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Limca 2L! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Limca 2L Family Pack
cold drinks_24,Limca small,Heritage Limca small,20.0,Beverages,Cold Drinks,Experience the authentic taste of Limca small from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Limca small from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Limca small, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Limca small! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Limca small Family Pack
cold drinks_25,Maza,Handcrafted Maza,10.0,Beverages,Cold Drinks,Experience the authentic taste of Maza from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Maza from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Maza, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Maza! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Maza Family Pack
cold drinks_26,Mother dairly rabri lassi,Handcrafted Mother dairly rabri lassi,20.0,Beverages,Cold Drinks,Experience the authentic taste of Mother dairly rabri lassi from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Mother dairly rabri lassi from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Mother dairly rabri lassi, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Mother dairly rabri lassi! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Mother dairly rabri lassi Family Pack
cold drinks_27,Mother dairly lassi,Handcrafted Mother dairly lassi,20.0,Beverages,Cold Drinks,Experience the authentic taste of Mother dairly lassi from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Mother dairly lassi from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Mother dairly lassi, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Mother dairly lassi! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Mother dairly lassi Family Pack
cold drinks_28,Non Stop,Premium Non Stop,55.0,Beverages,Cold Drinks,Experience the authentic taste of Non Stop from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Non Stop from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Non Stop, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Non Stop! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Non Stop Family Pack
cold drinks_29,Red Bull,Artisanal Red Bull,125.0,Beverages,Cold Drinks,Experience the authentic taste of Red Bull from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Red Bull from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Red Bull, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Red Bull! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Red Bull Family Pack
cold drinks_30,Sprite 1L,Artisanal Sprite 1L,50.0,Beverages,Cold Drinks,Experience the authentic taste of Sprite 1L from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Sprite 1L from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Sprite 1L, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Sprite 1L! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Sprite 1L Family Pack
cold drinks_31,Sprite 2L,Heritage Sprite 2L,85.0,Beverages,Cold Drinks,Experience the authentic taste of Sprite 2L from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Sprite 2L from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Sprite 2L, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Sprite 2L! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Sprite 2L Family Pack
cold drinks_32,Sprite small,Artisanal Sprite small,20.0,Beverages,Cold Drinks,Experience the authentic taste of Sprite small from Heritage Oven. Our time-honored recipes and premium ingredients come together to create a snack that is both nostalgic and modern. Perfect for tea-time or any time you crave a quality bite.,"Deliciously fresh Sprite small from Heritage Oven. Premium quality, authentic taste.","Heritage Oven, Premium Bakery, Beverages","Sprite small, Heritage Oven, Beverages, Freshly Baked","Daily Treat, Quick Bite",Budget,"Indulge in the magic of Sprite small! ✨ Perfectly baked, delightfully fresh. Only at Heritage Oven. 🥯🍰 #HeritageOven #BakeryIndia #FreshlyBaked",False,Daily Specials,Sprite small Family Pack
